FOLIO,EMPRESA,PUESTO,DIA,MES,ANIO,HORA,MIN,ACTP,SECTOR,FUN1,FUN2,FUN3,CAR1,CAR2,CAR3,PERIODICO,INTERNET,EMP,BOLSA,RECOM,EDAD,EDAD2,GENERO,GENERO2,VIAJA,EST,PASAN,LIC,POS,HORAEST,PROM,PROM2,DOMINIO,IT,ILE,IH,FT,FLE,FH,AT,ALE,AH,OTRO,OT,OLE,OH,EXP,EXPA,CARTA,EXAMED,EXAPSI,EXATEC,PREFE,INST1,INST2,INST3,COMU,EQUI,LIDER,CREA,PPER,TRAP,COMP,DEMO,RIES,ECONO,FINAN,IEST,PROBA,IDEO,MER,MODMAT,ST,MENC,PENS,DANIO,SPER,SISD,OTR_1,OTRO1,OTR_2,OTRO2,OFF,PAQUE,PAQ1,PAQ2,LENG,LENG1,LENG2,LENG3,PROG,DISE,RED,MBD,TECEXP,CII,MT,CTO,DEFI_1,DEFI_2,DEFI_3,DEFI_4,CURTEC,CURIDEO,DIPMA,ESTPUES,OBS
188,NACIONAL FINANCIERA S.N.C.,TRADER TESORERIA,8,11,18,17,20,BANCA DE DESARROLLO,1,CAPTACIÓN,LIQUIDEZ, ,ACTUARIA,ECONOMIA,FINANZAS, ,X, , ,X,N,0,N, ,N,X,X,X, ,S,S,8,S, ,X, , , , , , , , , , , ,N,0,N,N,S,S,N, , , ,4,5,4,5,4,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, ,0,S,S,INSTITUCION, ,S,INSTITUCION, , ,3,2,2,3,S,N,S,S,INTERACCION CON OTRAS PROFESIONES, , , ,S,N,N,S, 
189,NACIONAL FINANCIERA S.N.C.,TRADER FONDEO,8,11,18,9,30,BANCA DE DESARROLLO,1,OPTIMIZAR LOS RECURSOS DEL PORTAFOLIO,COTIZAR A LOS CLIENTES DE PROMOCION,ATENDER LOS REQUERIMIENTOS DE LA TESORERIA,ACTUARIA,ECONOMIA,FINANZAS, , , , ,X,N, ,N, ,N,X,X, , ,S,N, ,N, , , , , , , , , , , , , ,N,0,N,N,N,N,N, , , ,4,5,4,5,5,5,3,2,2,3,3,2,2,2,1,2,2,1,1,1,1,1, , , , ,S,S,INSTITUCION, ,N, , , ,2,2,2,2,S,S,S,S, , , , ,S,S,S,S, 
190,NACIONAL FINANCIERA S.N.C.,TRADER DE DERIVADOS,8,11,18,14,0,BANCA DE DESARROLLO,1,COTIZACION Y CONCERTACION OP COBERTURA,COTIZACION Y CONCERTACION OP TRADING,COTIZACION Y CONCERTACION ARBITRAJES,ACTUARIA,MATEMATICAS APLICADAS,ECONOMIA, , , ,X,X,N, ,N, ,N,X,X, , ,S,S,8.5,N, , , , , , , , , , , , , ,N,0,N,N,S,S,N, , , ,5,5,5,5,4,5,2,1,2,2,3,2,1,1,1,2,1,2,1,1,1,1, , , , ,S,N, , ,S,VBA BASIC, , ,1,1,1,1,S,S,S,S,INTERACCION,TRABAJO EN EQUIPO,ESCALAMIENTO DE PROBLEMAS, ,S,S,S,S, 
191,REASEGURADORA PATRIA S.A.,EJECUTIVO DE CUENTA,9,11,18,13,20,REASEGURO Y REFINANCIAMIENTO,2,ANALISIS FINANCIERO,ANALISIS ESTADISTICO,ANALISIS DE PROPUESTAS NACIONALES,ACTUARIA,ADMINISTRACIÓN,CONTABILIDAD, ,X,X,X, ,N, ,N, ,N, ,X,X,X,S,N, ,S,X,X,X, ,X, , , , , , , , ,N,0,N,S,S,S,N, , , ,5,5,4,5,5,3,3,2,2,2,2,3,2,1,2,2,1,3,2,2,2,1,FIANZAS,3,REASEGURO,3,S,N, , ,N, , , ,2,2,2,3,S,S,S,N,FALTA DE CONOCIMIENTOS TECNICOS,ESCASA PREPARACION EN RELACIONES CON CLIENTES, , ,S,S,S,S,GRAN CAMPO LABORAL PARA ACTUARIOS PUES SE PUEDE EJERCER PLENAMENTE LO APRENDIDO DURANTE LA CARRERA
192,BBVA BANCOMER SERVICIOS ADMINISTRATIVOS,ASESOR GESTION DE CREDITO,6,11,18,18,2,FINANCIERA,2,GESTION DE ACTIVOS Y PASIVOS, , ,ACTUARIA,ECONOMIA,CONTABILIDAD, ,X, ,X, ,N,0,N, ,S,X,X,X,X,S,S,8,S,X,X,X, , , , , , , , , , ,N,0,S,S,S,S,S,ITAM,UNAM,ITESM,4,5,4,4,4,4,3,1,3,2,3,2,3,2,2,2,2,2,2,2,2,2, ,0, ,0,S,N, , ,S,JAVA,C+, ,2,2,1,3,S,S,S,N,FALTA DE ESTRESA EN DEMOSTRAR LO QUE SABE,RIESGOS FINANCIEROS,ECONOMETRIA,ANALISIS TECNICOS Y FUNDAMENTAL,S,N,S,S, 
193,BBVA BANCOMER,LEVEL F  GSS INVESIORS,8,11,18,11,0,BANCARIA,2,ELABORACION DE NOTAS ESTRUCTURADAS,SEGUIMIENTO DE MERCADO, ,ACTUARIA,MATEMATICAS,ECONOMIA, , , ,X, ,N, ,N, ,N,X,X,X,X,S,N, ,S, ,X, , , , , , , , , , , ,N,0,N,S,S,S,S,UNAM,ITAM,ANAHUAC,4,5,5,5,4,5,3,1,2,2,2,2,3,1,1,3,2,1,1,1,1,1,PROGRAMACION,3,PRODUCTOS FINANCIEROS DERIVADOS,3,S,N, , ,S,R, , ,3,1,1,1,S,S,N,S,BASES POCO SOLIDAS EN ECONOMIA, , , ,S,N,S,N, 
194,INST. DE SEGURIDAD SOCIAL P/ FUERZAS ARMADAS MEX.,ENLACE,8,11,18,18,46,EVALUACION ACTUARIALES,1,EVALUACION ACTUARIALES,OTROS ESTUDIOS ACTUARIALES, ,ACTUARIA, , , , , ,X,X,N,0,N, ,N, , ,X, ,N,N,0,N, , , , , , , , , , , , , ,S,1,S,S,S,S,N, , , ,5,5,5,5,5,3,3,3,3,2,3,2,2,1,1,3,3,2,2,3,3,3,SEGURIDAD SOCIAL,3, ,0,S,S,ALGUN LENGUAJE DE PROGRAMACION, ,S,LIBRE ELECION, , ,2,1,1,2,N,S,S,N,NO  LE DAN MUCHA IMPORTANCIA, , , ,S,N,S,S, 
195,BANCO DE MEXICO,ANALISTA DE RIESGOS,11,11,18,0,0,PRESERVAR EL VALOR DE LA MONEDA NACIONAL Y CONTRIBUIR EN EL BIENESTAR ECONOMICO DE LOS MEXICANOS,1,ANALISIS DE RIESGOS FINANCIEROS,DETERMINACION DE PRECIOS DE REFERENCIA,EVALUACION DE CARTERAS Y GARANTIAS,ECONOMIA,INGENIERIA EN SISTEMAS,MATEMATICOS, ,X, ,X, ,N, ,N, ,N, ,X,X,X,S,S,8, ,X,X, , , , , , , , , , , ,N,0,S,S,S,S,N, , , ,4,4,3,4,3,4,2,1,3,2,3,2,3,2,2,2,3,2,3,2,2,2, ,0, ,0,S,S,PROGRAMACION EN R,PAQUETERIA ESTADISTICA,S,VISUAL BASIC,R,OTROS DESEABLE,1,2,1,1,S,N,S,N,LIDERAZGO,TRABAJO EN EQUIPO, , ,S,S,S,S, 
196,IMSS,ANALISTA,10,11,18, , ,SEGURIDAD SOCIAL,1,ANALISIS DE MODELOS DE VALUACION ACTUARIAL, , ,INGENIERIA EN COMPUTACION, , , , , , ,X,N, ,N, ,N, ,X,X, ,S,N, , , , , , , , , , , , , , , ,N,0,S,S,S,S,N, , , ,5,5,4,4,4,4,3,3,2,3,3,2,2,1,1,2,2,2,3,2,3,3, , , , ,S,S,R,MYSQL,S,JAVA,SQL, ,3,2,1,3,N,S,N,S,POCA CAPACITACION ESPECIALIZADA, , , ,N,N,N,S, 
197,CONFERENCIA INTERNACIONAL DE SEGURIDAD SOCIAL,JEFE DE DIVISION DE ACTUARIA,8,11,18,19,0,"DOCENCIA, INVESTIGACION Y ASISTENCIA SOCIAL",2,CONSULTORIA,CAPACITACION,DOCENCIA,NINGUNA, , , , , ,X, ,N, ,N, ,S, , ,X, , , , ,S, ,X,X, , , , , , ,PORTUGUES, ,X,X,S,1,N,N,N,S,N, , , ,5,5,5,5,4,3,3,3,3,3,3,2,2,1,1,3,3,2,3,1,3,3,SEGURIDAD SOCIAL,3, , ,S,N, , ,N, , , , , , ,2,S,N,N,N,REDACCION,ORTOGRAFIA, , ,N,S,S,S, 
198,HSBC MÉXICO,GERENTE DE FINANZAS,8,11,18,14,0,INSTITUCIÓN DE BANCA MÚLTIPLE,2,BUSINESS INTELIGENT,DATA MINER,BIG DATA,MATEMÁTICAS APLICADAS A LA COMPUTACIÓN,ACTUARIA,INGENIERIA EN SISTEMAS, ,X,X, , ,S,55,N, ,S, ,X,X,X, ,N,0,S, , ,X,X, , , , , , , , , ,S,3,S,S,S,S,N, , , ,5,5,5,5,5,5,3,2,3,2,3,3,3,1,1,3,3,3,1,3,3,3, ,0, ,0,S,S,MICROSOFT DATA TOOLS,COGNOS BI,S,C#,JAVA,VISUAL BASIC,3,3,3,3,S,S,S,S,MANEJO DE HERRAMIENTAS TÉCNICAS,DEFICIENCIA EN TECNISISMOS EN IDIOMAS DIFERENTES AL ESPAÑOL,DEFICIENCIAS EN MANEJO DE MODELOS DE INFORMACIÓN,DEFICIENCIA EN MANEJO DE MODELOS PREDICTIVOSS,S,N,S,S, 
200,SUBASTAS VENTURA,COORDINADOR GENERAL DE OPERACIONES,8,11,18,13,0,SUBASTAS ELECTRÓNICAS,2,ATENCIÓN SOCIO COMERCIAL(QUALITAS),COORDINADOR DE ACTIVIDADES ENTRE LA CIA Y EL SOCIO COMERCIASL, ,ACTUARIA,ADMINISTRACION DE EMPRESAS, , ,X, , , ,S,55,N, ,S,X,X,X,X,S,N, ,N, , , , , , , , , , , , , ,N,0,S,S,S,N,N, , , ,5,5,5,5,4,5,2,1,1,1,1,3,1,1,2,1,1,1,1,3,1,1, , , , ,S,N, , ,N, , , ,1, , ,1,S,S,S,N,DEFICIENCIA EN RELACIONES INTERPERSONALES,DEFICIENCIA EN NEGOCIACIONES CON CLIENTES, , ,S,N,S,S, 
202,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,SUPERVISOR ACTUARIAL,7,11,13,18,8,SUPERVISIÓN DE COMPAÑÍAS DE SEGURO,1,AUDITORIA,CALCULO DE RESERVAS,REVISIÓN DE NOTAS TÉCNICAS,ACTUARIA,MATEMÁTICAS, , , , , ,X,N, ,N, ,N, , ,X, ,S,N, ,S,X,X, , , , , , , , , , , ,S,2,S,S,S,S,N, , , ,5,5,5,5,4,5,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,2, , , , ,S,S,SQL,FOX PRO,S,VBA, , ,2,2,1,3,S,N,S,S,DESCONOCIMIENTO EN SEGUROS,CAPACIDAD DE ANÁLISIS,RESPONSABILIDAD,TOLERANCIA AL TRABAJO BAJO PRESIÓN,N,N,S,S, 
203,PENSIONISSSTE,"JEFE DE DEPARTAMENTO ""C""",8,11,18,19,50,ANÁLISIS DE ACTIVOS Y PASIVOS,1,DEFINIR LA COMISIÓN DE LA AFORE,PROYECTAR INGRESOS POR COMISIÓN DE AFORE,ESTIMAR NÚMEROS/MONTO DE TRANSPASES DEL AFORE,ACTUARIA,LICENCIATURA EN COMUNICACIÓN, , ,X, , ,X,N, ,N, ,N, , ,X, , ,N, ,N, , , , , , , , , , , , , ,S,2,S,S,S,S,S,FACULTAD DE CIENCIAS UNAM,LA SALLE, ,5,5,4,5,2,5,3,3,2,3,3,3,1,2,1,3,3,2,3,1,3,1,MANEJO DE BASES DE DATOS,3,PROGRAMACIÓN,2,S,S,SQL SERVER/VBA,EXCEL,S,SQL/VBA, , ,3,2,1,3,N,N,N,N,CONOCIMIENTO MEPÍRICO (NO EXISTEN MANUALES/GUÍAS DE PROCEDIMIENTOS),MALA COMUNICACIÓN CON EL EQUIPO DE TRABAJO,BUROCRACIA EN PROCEDIMIENTOS ADMINISTRATIVOS,POCA PROFESIONALIDAD (TODO ES A TÍTULO PERSONAL),N,N,S,S,"EL PERSONAL DE NUEVO INGRESO DEBERÁ DE APORTAR HABILIDADES DEL ÁREA, EN VIRTUD QUE LOS PROCESOS SON METÓDICOS Y ES NECESARIO INNOVAR"
204,CONAMAT,COORDINADOR ACADEMICO,8,11,18,17,15,CAPACITACION PARA EXAMENES DE INGRESO,2,CONTRATACION DE PERSONAL DOCENTE,ATENCION A USUARIOS Y CLIENTES,CREACION DE HORARIOS PARA CURSOS,PEDAGOGOS,SOCIOLOGOS,COMUNICACION,X,X, , ,X,N, ,N, ,N,X,X,X, ,S,N, ,N, , , , , , , , , , , , , ,N,0,N,N,S,S,S,UNAM, , ,5,3,4,4,4,5,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1, ,0, ,0,N,N, , ,N, , , ,1,1,1,1,S,S,S,N,CAPACIDAD DE ADAPTACION A TIEMPOS LIMITADOS,DISPONIBILIDAD PARA TRABAJAR LOS FINES DE SEMANA, , ,S,N,N,S, 
205,NESTLE,DEMAND PLANNER,7,11,18,13,40,PRODUCCION Y DISTRIBUCION DE ALIMENTOS,2,PLANEACION DE LA DEMANDA,CONSENSO DE DIFERENTES AREAS, ,ESTADISTICA,INGENIERIA INDUSTRIAL,MERCADOTECNIA, ,X, ,X,X,N, ,N, ,N, ,X,X,X,S,N, ,S, ,X,X, , , , , , , , , , ,N,0,N,N,S,S,N, , , ,5,4,4,4,5,5,3,3,3,3,3,2,2,2,3,3,3,2,2,2,3,3, , , , ,S,N, , ,N, , , ,2,2,1,3,S,S,N,S,FALTA DE EXPERIENCIA,BAJO DESEMPEÑO AL TRABAJAR BAJO PRESION, , ,S,N,S,S, 
206,NESTLE,DEMAND ANALYST,7,11,18,13,0,PRODUCCION Y DISTRIBUCION DE ALIMENTOS,2,PLANEACION DE LA DEMANDA,GENERACION DE REPORTES, ,ACTUARIA,ESTADISTICA,MATEMATICAS, ,X, ,X,X,N, ,N, ,N,X,X,X,X,N,N, ,S, ,X,X, , , , , , , , , , ,S,1,N,N,S,S,N, , , ,4,5,4,5,5,5,3,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2, , , , ,S,N, , ,S,SAS,VISUAL BASIC, ,3,2,2,2,S,S,S,S,DESINTERES,POCA RESOLUCION ANTE PROBLEMAS, , ,S,N,N,S, 
207,GRUPO MEXICANO DE SEGUROS,AUXILIAR DE TESORERIA,9,11,18,10,30,SEGUROS RESPONSABILIDAD CIVIL,2,MONITOREAR INGRESOS Y EGRESOS DIARIOS,FONDEAR CUENTAS BANCARIAS,INVERTIR FONDOS PARA MÁS UTILIDAD,CONTADURIA,INGENIERIA,DERECHO, ,X, , , ,N,0,N, ,N, , ,X, ,N,N,0,S,X,X, , , , , , , , , , , ,N,0,S,N,S,N,N, , , ,4,4,4,4,5,4,3,1,3,2,3,3,3,2,2,3,3,3,1,3,1,1,CONTABILIDAD,3, ,0,S,N, , ,S,SPSS,SQL,VISUAL BASIC,3,3,2,3,S,S,S,S, , , , ,S,S,S,N, 
208,GRUPO MEXICANO DE SEGUROS,ACTUARIO ESTADISTICO,9,11,18,9,24,SEGUROS DE OPERACION DE DAÑOS,2,VALUACIÓN Y ANALISIS DE RESERVAS TECNICAS,ADMINISTRACION ACTUARIAL, , , , , ,X, , , ,N,0,N, ,N,X,X,X, ,S,N,0,S, ,X, , , , , , , , , , , ,S,2,S,S,S,N,N, , , ,4,5,3,5,4,5,3,1,2,2,3,3,2,1,1,3,3,1,1,3,1,2, ,0, ,0,S,S,SAS,VFP,S,SAS,VBA,SQL,3,2,1,3,S,S,S,N,PROFUNDIZAR EN CONTABILIDAD,ADMINISTRACION ACTUARIAL,DESARROLLO DE PROYECTOS, ,S,N,S,N, 
209,GNP SEGUROS,ANALISTA DE AIR,9,11,18,11,11,ASEGURADORA DE DAÑOS,2,CALCULO DE RCS,IDENTIFICACIÓN DE RIESGO,DESARROLLO DE REPORTES,MATEMATICAS, , , ,X, ,X, ,N, ,N, ,S,X,X,X,X,S,N, ,S,X, , , , , , , , , , , , ,N,0,S,S,S,S,N, , , ,4,5,4,4,4,5,3,2,3,1,2,3,3,1,1,3,2,2,2,2,2,2,CONTABILIDAD,2, , ,S,N, , ,S,SAS,FOX PRO,VBA,2,2,1,2,S,S,N,N,PRESENTACION DE REPORTES O INFORMACION,CONTABILIDAD, , ,S,N,S,S, 
210,MULTIVA (CASA DE BOLSA),RECLUTAMIENTO Y SELECCION,8,11,18,11,0,DISEÑO DE PLANES DE INVERSION,2,MANEJO DE FUENTES DE ATRACCION DE TALENTO,ADMINISTRACION Y GESTION DE PROCESOS, ,ACTUARIA,ECONOMIA,MATEMATICAS APLICADAS, ,X,X,X, ,N,0,N, ,N,X,X,X,X,S,S,8,S, ,X, , , , , , , , , , , ,N,0,N,S,S,N,N, , , ,4,5,3,4,5,4,3,1,3,3,3,3,3,3,1,3,3,1,1,2,2,1, ,0, ,0,S,N, , ,S,R,PYTHON, ,3,3,2,3,S,N,N,N,FALTA DE CREATIVIDAD PARA DAR SOLUCIONES,FALTA DE IDIOMA, , ,S,N,N,S, 
211,BEWANTED,PROCESOS Y RECLUTAMIENTO,8,11,18,10,0,OFRECER MEJORES OPORTUNIDADES LABORALES,2,ADMINISTRACION DEL PERSONAL, , ,ACTUARIA,ECONOMIA,ADMINISTRACIÓN, ,X,X,X, ,N,0,N, ,N,X,X,X, ,S,N,0,S, ,X, , , , , , , , , , , ,S,0,N,N,S,N,N, , , ,4,4,2,5,4,4,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2, ,0, ,0,S,N, , ,S,R, , ,2,2,2,3,N,N,N,N,DISPONIBILIDAD DE HORARIO, , , ,N,N,N,S, 
212,OHL (OBRASCON HUARTE LAIN),JEFE DE RECLUTAMIENTO Y SELECCION,10,11,18,14,0,CONCESIONARIA,2,ORGANIZACION Y PLANIFICACION DEL PERSONAL,FORMACION DEL PERSONAL, ,DERECHO,ACTUARIA,ECONOMIA, ,X, ,X,X,N,0,N, ,S, ,X,X,X,S,S,8,S, ,X,X, , , , , , , , , , ,S,3,N,S,S,S,N, , , ,3,5,2,4,4,4,3,1,3,3,3,3,2,2,1,2,2,1,1,3,3,2, ,0, ,0,S,N, , ,N, , , ,1,1,1,3,N,N,N,N,FALTA DE EXPERIENCIA EN EL AREA, , , ,N,S,N,S, 
213,METLIFE,PRODUCT DIRECTOR,15,11,18,10,0,DISEÑO DE PRODUCTOS,2,CREACION DE NOTAS TECNICAS,REVISION DE APEGO A LA NORMATIVA VIGENTE, ,SOLO ACTUARIA, , , ,X, , , ,S,40,N, ,N,X, ,X,X,N,N,0,S,X,X,X, , , , , , , , , , ,S,2,N,S,S,S,S,ITAM, , ,4,5,3,2,3,4,3,3,3,3,3,3,2,1,1,3,2,2,1,1,3,1,RESERVAS,3, ,0,S,N, , ,S,FOX PRO,VISUAL BASIC,R,3,1,1,3,S,S,S,S,FALTA DE CONOCIMIENTO DE LA LISF Y CUSF,CALCULO DE RESERVAS,PROGRAMACION A NIVEL BASICO,DOMINIO DEL IDIOMA INGLES,S,N,S,S,LAS INSTITUCIONES EDUCATIVAS TIENEN DEFICIENCIAS PARA ENSEÑAR LA NORMATIVA.
214,METLIFE,PRODUCT DIRECTOR,16,11,18,13,0,REVISION DE NOTAS TECNICAS VIGENTES,2,REVISAR QUE LAS NOTAS TENCINCAS SE HOMOGENICEN A NIVEL GLOBAL,REVISAR QUE SE CUMPLAN LOS SUPESTOS DE LAS LEYES,REVISION YMANTENIMIENTO DE LA CALCULADORA DE RESERVAS,PROGRMACION,ESTADISTICA, , ,X, , , ,N, ,N, ,N,X, ,X,X,S,N, ,S,X,X,X, , , , , , , , , , ,S,2,S,S,S,S,N, , , ,5,5,2,2,2,4,3,3,2,1,2,3,2,1,1,2,1,1,1,1,3,1,LISF Y CUSF,3, , ,S,S,QLICK VIEW, ,S,FOX PRO,SQL, ,3,2,2,3,S,S,S,S,DOMINIO DE LA CUSF Y LISF,SE ESTRESAN FACILMENTE,FALTA DE PROACTIVIDAD, ,S,S,S,S, 
215,METLIFE,RECRUITING CONTRACTOR,12,11,18,8,0,RECLUTAMIENTO EN RH,2,ENTREVISTAR A ASPIRANTES A LAS DIVERSAS AREAS DEL CORPORATIVO,PUBLICAR VACANTES,CONTACTAR A ASPIRANTES,PEDAGOGIA, , , ,X, , , ,N, ,N, ,N,X,X,X,X,S,N, ,S,X,X, , , , , , , , , , , ,S,1,N,N,S,N,N, , , ,5,5,4,4,5,4,3,1,2,2,3,2,2,1,1,3,2,2,1,1,3,1, , , , ,S,N, , ,N, , , ,2,1,1,2,S,S,S,S,CAPACIDAD DE TRABAJO COLABORATIVO, , , ,S,N,S,S,NINGUNA
216,BANCO SANTANDER MEXICO,GERENTE DE RIESGOS,9,11,18,21,40,CALCULO RIESGOS ESTRATEGICOS Y OPERACIONALES,2,MEDICION MENSUAL ADR Y RIA,CHALLENGE PRESUPUESTARIO,GESTION DE RIESGO OPERACIONAL,ECONOMIA,METEMATICAS,FINANCIEROS, ,X, ,X,X,S,50,N, ,S, , ,X, ,S,S,8,S,X,X,X, , , , , , , , , , ,S,2,S,N,S,S,S,UNAM,ITAM, ,5,5,4,5,3,5,3,2,3,3,3,3,3,2,1,3,3,1,1,1,1,1, ,1, ,1,S,S,ACCESS,VISUAL BASICS,S,SAS,R STUDIO,R,2,1,1,3,S,S,S,S,"FALTA DE FACILIDAD PARA COMUNICARSE, POR LO ANTERIOR LOS RESULTADOS TARDAN EN LOGRARSE", , , ,S,N,S,S, 
219,EL COLEGIO DE MEXICO,PROFESOR-INVESTIGADOR,6,11,18,17,0,DOCENCIA E INVESTIGACION,1,DOCENCIA,INVESTIGACION,"TUTOR DE ESTUDIANTES PARA LICENICATURA, MAESTRIA Y DOCTORADO",ACTUARIA,MATEMATICAS,ECONOMIA, ,X, , , ,N,0,N, ,N, , , ,X,N,S,8,S,X,X,X, , , , , , , , , , ,S,3,S,S,S,S,S,UNAM,ITAM,ANAHUAC,5,5,5,5,3,5,3,3,3,3,3,3,3,2,1,3,3,3,3,1,1,2, ,0, ,0,S,S,STATA,SPSS,S,R, , ,2,1,1,2,N,N,S,N,FALTA DE DOMINO DE LAS MATETMATICAS,FALTA DEL DOMINIO DE LA LECTURA Y COMPRENSION DE INGLES,FALTA DE BUENA REDACCION, ,S,S,S,S, 
220,SERVICIO DE ADMINISTRACION TRIBUTARIA,JEFE DE DEPARTAMENTO,5,11,18,10,0,ADMINISTRADOR GENERAL DE RECURSOS Y SERVICIOS,1,REVISION DE LAS AUDITORIAS A LOS CONTRIBUYENTES, , ,ACTUARIA,CONTADURIA,ECONOMIA, ,X, ,X, ,N,0,N, ,N, , , ,X,N,S,8,S,X,X,X, , , , , , , , , , ,S,2,S,S,S,S,N, , , ,5,5,5,5,5,5,2,1,1,2,3,1,1,1,2,1,1,2,2,1,1,1, , , , ,S,S,NOI,COI,N, , , ,2,1,2,2,S,S,S,N,FALTA DEL DOMINIO DEL IDIOMA INGLES,FALTA DE MANEJO EN LA PC, , ,S,S,S,S, 
221,CODUSEF,SUBDELEGADO,9,11,18,14,30,ATENCION CUIDADANA A LAS QUEJAS DEL SISTEMA FINANCIERO,2,ORIENTACION JURIDICA,BRINDAR EDUCACION FINANCIERA, ,ADMINISTRACIÓN,DERECHO,FIANANZAS, ,X, , ,X,N, ,N, ,N,X,X, , ,S,S,8,N, , , , , , , , , , , , , ,N,0,N,N,N,S,N, , , ,5,3,3,4,3,5,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1, , , , ,S,N, , ,N, , , , , , , ,N,S,S,N,LA FALTA DE COMUNICACION ORAL,FALTA DE CREATIVIDAD,FALTA DE LA CORECTA ESCRITURA, ,S,N,N,N, 
222,AMERICAN EXPRESS,RECURSOS HUMANOS,5,11,18,13,4,INSTITUCION BANCARIA,2,APOYAR EN EL ANALISIS DE RESULTADOS Y DESEMPEÑO EN VENTAS,VALIDACION DE PROSPECTOS Y BAEES DE DATOS, ,ACTUARIA,ECONOMIA,INGENIERIA INDUSTRIAL, ,X,X, , ,N,0,N, ,N,X,X,X,X,S,N,0,S,X,X,X, , , , , , , , , , ,N,0,N,N,N,N,N, , , ,5,5,5,5,5,5,3,1,3,3,3,3,3,3,2,3,3,3,1,1,1,2, ,0, ,0,S,S,"VISUAL BASIC, MACROS",TABLAS DINAMICAS,S,SAS, , ,3,2,2,3,S,N,S,N,"DEFICIENCIAS EN IDIOMA, FALTA DE DOMINIO", , , ,S,N,S,S, 
223,BBVA BANCOMER DIANA, PROMOTORA DE RRHH,5,11,18,16,45,INSTITUCION DE BANCA MULTIPLE,2,"FINANZAS, PROGRAMAS CUANTITATIVOS",ANALISIS DE DATOS, ,MATEMATICAS,ACTUARIA,INGENIERIA DE DATOS, ,X,X,X, ,S,45,N, ,N,X, ,X,X,S,N, ,S,X,X,X, , , , , , , , , , ,N,0,N,S,N,N,N, , , ,4,4,2,4,5,5,3,1,1,2,3,3,3,2,1,3,2,2,1,2,2,2, , , , ,S,N, , ,S,"JAVA, R",PHYTON,C++,3,2,2,3,S,S,N,N,NO SABEN TRABAJAR BAJO PRESION, , , ,S,N,S,S, 
224,GRUPO MILANO, PLANEACION DE LA DEMANDA,8,11,18,17,51,EMPRESA DE MODA A NIVEL NACIONAL,2,ANALISTA DE BASE DE DATOS,ANALISIS DE MODELOS ECONOMICOS,GENERACION DE INFORMACION Y PROGRAMACION,ACTUARIA,MATEMATICAS APLICADAS,COMPUTACION, ,X,X, , ,S,40,N, ,N,X,X,X, ,S,N, ,S,X,X,X, , , , , , , , , , ,N,0,N,N,N,N,N, , , ,4,3,1,4,5,5,3,1,3,3,2,3,3,3,3,2,3,2,2,2,2,2, , , , ,S,S,CRISTAL REPORT, ,S,SAS PROGRAMING I Y II,SQL, ,3,2,2,2,S,S,S,N,FALTA DEL DOMINIO COMPLETO DEL CONOCIMIENTO, , , ,S,S,S,S, 
226,GLIDER SOFTWARE SOLUTIONS,DIRECCION EN PROYECTOS,8,11,18,23,28,DESARROLLO DE SOFTWARE,2,ADMINISTRACION,CONTABILIDAD,ADMINISTRACION,INGENIERIA EN SISTEMAS,CONTADURIA,ADMINISTRACIÓN, , , , ,X,N, ,N, ,N,X,X,X, ,S,N, ,S, ,X, , , , , , , , , , , ,N,0,S,N,N,S,N, , , ,5,5,3,4,3,4,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1, , , , ,S,N, , ,S,PHP,JAVA, ,1,1,1,1,S,N,S,N,DESCONOCIMIENTO DE REGUALCIONES LEGALES, , , ,S,N,N,S, 
227,NACIONAL FINANCIERA S.N.C.,SUBDIRECTOR DE TESORERÍA INTERNACIONAL,6,11,18,15,19,BANCARIA,1,CAPTACIÓN DE RECURSOS EN MONEDA EXTRANJERA,INVERSIÓN DE EXCEDENTES EN M.E,EMISIÓN DE DEUDA DE LA INSTOTUCIÓN,ACTUARIA,FINANZAS,ECONOMIA, , , ,X, ,N,0,N, ,N, ,X,X,X,S,N,0,S, , ,X, , , , , , , , , , ,N,0,S,S,S,S,N, , , ,4,4,3,4,3,4,3,1,2,2,3,2,2,1,1,2,3,3,3,3,3,3, , , , ,S,N, , ,N, , , ,2,1,1,1,N,S,S,N,CONOCIMIENTO ECONÓMICO,CONCEPTOS FINANCIEROS,PRESENTACIONES Y REDACCIÓN,OPERACIÓN BÚRSATIL,S,S,S,S, 
